id,clone_url
4793392,https://github.com/sqlmapproject/sqlmap.git
527644,https://github.com/less/less.js.git
24579238,https://github.com/vuejs/vue-devtools.git
18666758,https://github.com/pjreddie/darknet.git
5101141,https://github.com/stedolan/jq.git
569041,https://github.com/curl/curl.git
13233158,https://github.com/obsproject/obs-studio.git
20541795,https://github.com/SnapKit/SnapKit.git
23689830,https://github.com/yeasy/docker_practice.git
8297888,https://github.com/twitter/typeahead.js.git
6934395,https://github.com/facebook/rocksdb.git
8986773,https://github.com/benweet/stackedit.git
5362524,https://github.com/adobe-fonts/source-code-pro.git
448045,https://github.com/sebastianbergmann/phpunit.git
11061773,https://github.com/eslint/eslint.git
17620347,https://github.com/dotnet/aspnetcore.git
1213225,https://github.com/highlightjs/highlight.js.git
21467110,https://github.com/explosion/spaCy.git
12574344,https://github.com/spf13/cobra.git
13753636,https://github.com/jhipster/generator-jhipster.git
15116946,https://github.com/vuejs/vue-router.git
215047,https://github.com/jdg/MBProgressHUD.git
24186761,https://github.com/Kotlin/anko.git
15315789,https://github.com/Wox-launcher/Wox.git
21234201,https://github.com/mojs/mojs.git
12226786,https://github.com/lovell/sharp.git
3390243,https://github.com/servo/servo.git
7874074,https://github.com/goldfire/howler.js.git
16089035,https://github.com/wekan/wekan.git
2278524,https://github.com/hubotio/hubot.git
11507163,https://github.com/uikit/uikit.git
13926404,https://github.com/getredash/redash.git
5710341,https://github.com/bower/bower.git
29112049,https://github.com/HelloZeroNet/ZeroNet.git
17107479,https://github.com/framework7io/framework7.git
5133949,https://github.com/swoole/swoole-src.git
712530,https://github.com/fabricjs/fabric.js.git
805461,https://github.com/mysqljs/mysql.git
27382163,https://github.com/iissnan/hexo-theme-next.git
2909429,https://github.com/nicolargo/glances.git
11892946,https://github.com/uglide/RedisDesktopManager.git
20822291,https://github.com/ipader/SwiftGuide.git
11116372,https://github.com/keystonejs/keystone-classic.git
20818126,https://github.com/google/ExoPlayer.git
1103607,https://github.com/jenkinsci/jenkins.git
1607357,https://github.com/visionmedia/superagent.git
2211243,https://github.com/apache/kafka.git
12774825,https://github.com/CodeByZach/pace.git
3422939,https://github.com/enyo/dropzone.git
1206546,https://github.com/winstonjs/winston.git
1207300,https://github.com/statsd/statsd.git
16072585,https://github.com/phoenixframework/phoenix.git
924303,https://github.com/madrobby/zepto.git
1554093,https://github.com/mbadolato/iTerm2-Color-Schemes.git
84009,https://github.com/jasmine/jasmine.git
11829145,https://github.com/basecamp/trix.git
4008931,https://github.com/StevenBlack/hosts.git
380961,https://github.com/desandro/masonry.git
5448530,https://github.com/twbs/ratchet.git
2253830,https://github.com/PHPMailer/PHPMailer.git
5405654,https://github.com/pcottle/learnGitBranching.git
4279682,https://github.com/fish-shell/fish-shell.git
8201256,https://github.com/joewalnes/websocketd.git
6887813,https://github.com/crystal-lang/crystal.git
14812739,https://github.com/libuv/libuv.git
4598984,https://github.com/FelisCatus/SwitchyOmega.git
184460,https://github.com/celery/celery.git
4524181,https://github.com/facebook/folly.git
619849,https://github.com/spf13/spf13-vim.git
10365411,https://github.com/yabwe/medium-editor.git
13473768,https://github.com/ionic-team/ionicons.git
1381283,https://github.com/altercation/solarized.git
1093228,https://github.com/cocos2d/cocos2d-x.git
13142126,https://github.com/riot/riot.git
23112526,https://github.com/android10/Android-CleanArchitecture.git
5830987,https://github.com/sideway/joi.git
20773773,https://github.com/bazelbuild/bazel.git
17066884,https://github.com/binux/pyspider.git
658518,https://github.com/ipython/ipython.git
20787122,https://github.com/PostgREST/postgrest.git
5724990,https://github.com/briannesbitt/Carbon.git
12358097,https://github.com/hackiftekhar/IQKeyboardManager.git
7693799,https://github.com/angular-ui/ui-router.git
11855195,https://github.com/chalk/chalk.git
21561301,https://github.com/acgotaku/BaiduExporter.git
9690430,https://github.com/nuysoft/Mock.git
21938243,https://github.com/rust-unofficial/awesome-rust.git
13628513,https://github.com/sirupsen/logrus.git
19953044,https://github.com/google/flatbuffers.git
12080551,https://github.com/tsenart/vegeta.git
7833168,https://github.com/elastic/kibana.git
4044891,https://github.com/realm/realm-cocoa.git
326688,https://github.com/janl/mustache.js.git
26337322,https://github.com/rancher/rancher.git
5508088,https://github.com/svg/svgo.git
27388642,https://github.com/homebridge/homebridge.git
478584,https://github.com/jsdom/jsdom.git
28513398,https://github.com/MengTo/Spring.git
25050844,https://github.com/Carthage/Carthage.git
2889328,https://github.com/WordPress/WordPress.git
22607013,https://github.com/amazeui/amazeui.git
817345,https://github.com/tj/git-extras.git
9354478,https://github.com/ibireme/YYKit.git
1195004,https://github.com/angular/angular-seed.git
29247444,https://github.com/yaronn/blessed-contrib.git
2051226,https://github.com/eligrey/FileSaver.js.git
3431193,https://github.com/yiisoft/yii2.git
13862381,https://github.com/DrKLO/Telegram.git
760732,https://github.com/ccgus/fmdb.git
2744972,https://github.com/websockets/ws.git
11075527,https://github.com/vim-airline/vim-airline.git
19994257,https://github.com/go-delve/delve.git
20537104,https://github.com/cayleygraph/cayley.git
1790564,https://github.com/handsontable/handsontable.git
20106153,https://github.com/CoderMJLee/MJRefresh.git
931039,https://github.com/browserify/browserify.git
17829481,https://github.com/fivethirtyeight/data.git
9325315,https://github.com/strongloop/loopback.git
2281775,https://github.com/marcuswestin/WebViewJavascriptBridge.git
11393110,https://github.com/urfave/cli.git
12044132,https://github.com/bitcoinbook/bitcoinbook.git
5558246,https://github.com/substack/stream-handbook.git
25427817,https://github.com/react-dnd/react-dnd.git
3282,https://github.com/preservim/nerdtree.git
5888353,https://github.com/spotify/luigi.git
743723,https://github.com/marcuswestin/store.js.git
908607,https://github.com/numpy/numpy.git
26784827,https://github.com/dotnet/core.git
25449064,https://github.com/haoel/leetcode.git
18503721,https://github.com/facebook/yoga.git
19757917,https://github.com/maxwellito/vivus.git
3834332,https://github.com/bokeh/bokeh.git
714074,https://github.com/pouchdb/pouchdb.git
942903,https://github.com/foreversd/forever.git
8205602,https://github.com/mybatis/mybatis-3.git
16005410,https://github.com/hdodenhof/CircleImageView.git
25095239,https://github.com/aFarkas/lazysizes.git
5344375,https://github.com/textmate/textmate.git
17804584,https://github.com/winterbe/java8-tutorial.git
7010724,https://github.com/dianping/cat.git
1548202,https://github.com/matomo-org/matomo.git
12143585,https://github.com/adobe-webplatform/Snap.svg.git
1223029,https://github.com/tj/n.git
12512833,https://github.com/philipwalton/solved-by-flexbox.git
19416551,https://github.com/sqlitebrowser/sqlitebrowser.git
1631570,https://github.com/nikic/PHP-Parser.git
501326,https://github.com/requirejs/requirejs.git
2888818,https://github.com/scala/scala.git
2990192,https://github.com/signalapp/Signal-Android.git
19463625,https://github.com/nginx-proxy/nginx-proxy.git
11323319,https://github.com/erusev/parsedown.git
4576305,https://github.com/openzipkin/zipkin.git
911765,https://github.com/diaspora/diaspora.git
29078997,https://github.com/dotnet/roslyn.git
18440563,https://github.com/mxcl/PromiseKit.git
22282353,https://github.com/vicc/Chameleon.git
6834703,https://github.com/EnterpriseQualityCoding/FizzBuzzEnterpriseEdition.git
7827081,https://github.com/apache/predictionio.git
2203645,https://github.com/CocoaPods/CocoaPods.git
8424040,https://github.com/processing/p5.js.git
2139017,https://github.com/rbenv/rbenv.git
7634677,https://github.com/openssl/openssl.git
18351848,https://github.com/typicode/lowdb.git
908893,https://github.com/NodeRedis/node-redis.git
5604798,https://github.com/selectize/selectize.js.git
10379607,https://github.com/buger/goreplay.git
13404515,https://github.com/brettwooldridge/HikariCP.git
1272424,https://github.com/nodemailer/nodemailer.git
768345,https://github.com/eczarny/spectacle.git
13886476,https://github.com/zsh-users/zsh-autosuggestions.git
2609642,https://github.com/feathersjs/feathers.git
189840,https://github.com/fabric/fabric.git
331603,https://github.com/tpope/vim-fugitive.git
2163263,https://github.com/hapijs/hapi.git
17814354,https://github.com/MithrilJS/mithril.js.git
2430537,https://github.com/gruntjs/grunt.git
1538210,https://github.com/SVProgressHUD/SVProgressHUD.git
15823460,https://github.com/redisson/redisson.git
14614344,https://github.com/Swordfish90/cool-retro-term.git
3744545,https://github.com/uxsolutions/bootstrap-datepicker.git
17575535,https://github.com/gionkunz/chartist-js.git
1377867,https://github.com/locustio/locust.git
13030144,https://github.com/janpaepke/ScrollMagic.git
14376285,https://github.com/matryer/bitbar.git
2626751,https://github.com/greenrobot/greenDAO.git
1613345,https://github.com/StackExchange/Dapper.git
5901900,https://github.com/LMAX-Exchange/disruptor.git
10219106,https://github.com/linnovate/mean.git
10114077,https://github.com/SBoudrias/Inquirer.js.git
4869294,https://github.com/radareorg/radare2.git
26195776,https://github.com/JedWatson/classnames.git
11715753,https://github.com/robertdavidgraham/masscan.git
1549138,https://github.com/CocoaLumberjack/CocoaLumberjack.git
11081405,https://github.com/auth0/node-jsonwebtoken.git
20159867,https://github.com/nothings/stb.git
23013268,https://github.com/Moya/Moya.git
22553797,https://github.com/getgrav/grav.git
29703871,https://github.com/facebookarchive/stetho.git
25659723,https://github.com/microsoft/dotnet.git
20446799,https://github.com/dzenbot/DZNEmptyDataSet.git
23301468,https://github.com/daimajia/AndroidSwipeLayout.git
18062944,https://github.com/fatih/vim-go.git
13428264,https://github.com/ShareX/ShareX.git
2945088,https://github.com/revel/revel.git
1579809,https://github.com/nicklockwood/iCarousel.git
29759715,https://github.com/facebook/zstd.git
29217054,https://github.com/asim/go-micro.git
14734876,https://github.com/eclipse/deeplearning4j.git
21796955,https://github.com/ochococo/Design-Patterns-In-Swift.git
16989371,https://github.com/MichMich/MagicMirror.git
11195700,https://github.com/KaTeX/KaTeX.git
2826918,https://github.com/robbiehanson/CocoaAsyncSocket.git
11530283,https://github.com/VerbalExpressions/JSVerbalExpressions.git
8708394,https://github.com/filp/whoops.git
138312,https://github.com/capistrano/capistrano.git
24268127,https://github.com/coreybutler/nvm-windows.git
21779020,https://github.com/gaearon/react-hot-loader.git
6201092,https://github.com/mpv-player/mpv.git
18405734,https://github.com/jwagner/smartcrop.js.git
28550872,https://github.com/Bigkoo/Android-PickerView.git
7363211,https://github.com/knex/knex.git
1280180,https://github.com/phacility/phabricator.git
23404839,https://github.com/docker/kitematic.git
27835638,https://github.com/aurelia/framework.git
19117456,https://github.com/formatjs/formatjs.git
3880513,https://github.com/rwaldron/johnny-five.git
5683364,https://github.com/Mantle/Mantle.git
1338813,https://github.com/paperjs/paper.js.git
434430,https://github.com/tpope/vim-pathogen.git
4844734,https://github.com/wesm/pydata-book.git
4637221,https://github.com/powerline/powerline.git
22475123,https://github.com/amark/gun.git
957012,https://github.com/Bash-it/bash-it.git
19374812,https://github.com/telegramdesktop/tdesktop.git
6051812,https://github.com/gorilla/mux.git
10518659,https://github.com/tj/co.git
1185279,https://github.com/OpenEmu/OpenEmu.git
20277829,https://github.com/FLEXTool/FLEX.git
2560988,https://github.com/karma-runner/karma.git
19249835,https://github.com/google/WebFundamentals.git
11407242,https://github.com/cookiecutter/cookiecutter.git
13624859,https://github.com/gorilla/websocket.git
1090311,https://github.com/elastic/logstash.git
18369373,https://github.com/spf13/viper.git
3116751,https://github.com/androidannotations/androidannotations.git
13527761,https://github.com/BrowserSync/browser-sync.git
7544081,https://github.com/dimsemenov/Magnific-Popup.git
1173522,https://github.com/sorin-ionescu/prezto.git
3567641,https://github.com/dropbox/zxcvbn.git
10054176,https://github.com/Nyr/openvpn-install.git
795421,https://github.com/http-party/node-http-proxy.git
25201361,https://github.com/Konloch/bytecode-viewer.git
801795,https://github.com/magicalpanda/MagicalRecord.git
9795883,https://github.com/louischatriot/nedb.git
106995,https://github.com/sinatra/sinatra.git
7530570,https://github.com/appium/appium.git
2006876,https://github.com/swagger-api/swagger-codegen.git
4084908,https://github.com/realm/realm-java.git
11007313,https://github.com/BabylonJS/Babylon.js.git
15464772,https://github.com/jessepollak/card.git
25804514,https://github.com/CodisLabs/codis.git
9603889,https://github.com/NodeBB/NodeBB.git
478996,https://github.com/jquery/jquery-ui.git
1385122,https://github.com/matplotlib/matplotlib.git
